"";"Empleo";"Sueldo";"Empresa";"Ciudad";"Vacantes";"Fecha";"Experiencia";"Contrato";"Area";"Sub-area";"Nivel";"Sector";"Nivel educativo";"Requisitos";"Descripcion";"Serial";"Link"
"32";"Account manager e-scrap";"$2 a $2,5 millones";"Account manager e-scrap";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"1884494767";"Comercial, Ventas y Telemercadeo";"Comercio internacional";"Profesional Senior";"NULL";"Universitaria";"";"Peachtree Networks is a growing international telecom company with multiple international offices that offers talented and driven individuals the opportunity to grow their career in an exciting and professional field.

Since our establishment, we have recognized the importance of attracting and developing a well trained, diversified and committed workforce. We are committed to providing our people with the intensive training and career development opportunities, a dynamic, professional and challenging environment, and the best equal employment opportunity practices.

Peachtree Networks has a proven track record of delivering services and support on a global scale. We see obstacles as challenges and take pride in overcoming them.
We take pride in our employees and acknowledge it as a foundation for our ongoing success.

Responsibilities:
Contact existing account to provide reverse logistic service
Find and develop new customers
Grow and establish a business relationship at all levels from Warehouse manager to directors and chiefs in the Telcom industry
Identify and qualify e-scrap opportunities
Build business cases
Make offers on e-scrap and offer reverse logistic service
Negotiation
Maintain a volume of opportunities on a monthly bases
Work proactively to find the new niches where we can buy e-scrap";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/account-manager-escrap/1884494767"
"33";"Account manager e-scrap";"$2 a $2,5 millones";"Account manager e-scrap";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"1884494767";"Comercial, Ventas y Telemercadeo";"Comercio internacional";"Profesional Senior";"NULL";"Universitaria";"";"Peachtree Networks is a growing international telecom company with multiple international offices that offers talented and driven individuals the opportunity to grow their career in an exciting and professional field.

Since our establishment, we have recognized the importance of attracting and developing a well trained, diversified and committed workforce. We are committed to providing our people with the intensive training and career development opportunities, a dynamic, professional and challenging environment, and the best equal employment opportunity practices.

Peachtree Networks has a proven track record of delivering services and support on a global scale. We see obstacles as challenges and take pride in overcoming them.
We take pride in our employees and acknowledge it as a foundation for our ongoing success.

Responsibilities:
Contact existing account to provide reverse logistic service
Find and develop new customers
Grow and establish a business relationship at all levels from Warehouse manager to directors and chiefs in the Telcom industry
Identify and qualify e-scrap opportunities
Build business cases
Make offers on e-scrap and offer reverse logistic service
Negotiation
Maintain a volume of opportunities on a monthly bases
Work proactively to find the new niches where we can buy e-scrap";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/account-manager-escrap/1884494767"
"34";"NULL";"NULL";"NULL";"NULL";"1";" 1 Abr 2020";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/recycling-plant-operations-manager/1884426090"
"35";"Auxiliar de enfermería";"Salario a convenir";"Auxiliar de enfermería";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"Contrato Definido";"Salud";"Enfermería";"Auxiliar, asistencial y otros";"NULL";"Técnico Laboral";"";"UBICACIÓN: Cartagena. Importante empresa de sector salud, requiere para su equipo de trabajo Auxiliar de toma de muestras con experiencia mínima de un año.";"1884494814";"https://www.elempleo.com/co/ofertas-trabajo/auxiliar-de-enfermeria/1884494814"
"36";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Salario a convenir";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Cartagena";"1";" 1 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Mantenimiento";"Tecnología en electrónica";"Auxiliar, asistencial y otros";"Transporte";"Tecnológica";"";"Se requiere técnico o tecnólogo mecánico, electricista, electrónico, electromecánico o en mantenimiento de motores diesel, con mínimo dos años de experiencia en mantenimiento preventivo y correctivo con conocimientos en Lubricación, mantenimiento básico de motores y sistemas eléctricos e interpretación de planos electrohidráulicos. Indispensable tener licencias de conducción.";"1884376088";"https://www.elempleo.com/co/ofertas-trabajo/tenico-mecanicoelectricista-en-equipos-de-patio-y-arrastre-nivel-/1884376088"
"37";"Supervisor de descargadero";"$5,5 a $6 millones";"Supervisor de descargadero";"Toda Colombia";"1";" 31 Mar 2020";"4 años de experiencia";"1884493966";"Mantenimiento";"Ingeniería de petróleos";"Profesional";"NULL";"Técnico Laboral";"";"Profesional en inqenieria mecánica, civil, eléctrica, electrónica, mecatrónica, electromecánica, industrial, sistemas. Técnico o tecnólogo mecánico, eléctrico, electrónico, electromecánico, sistemas, o carreras a fines
Experiencia específica: Titulo Universitario: 4 Años. Tecnologo: 8 Años . Técnico: 10 Años.
Sin titulo: 12 Años
Experiencia en equipo de bombeo
Competencias demostradas en la operación de equipos de generación eléctrica
Conocimiento de sistema de medición hidrocarburos";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-descargadero/1884493966"
"38";"Supervisor de descargadero";"$5,5 a $6 millones";"Supervisor de descargadero";"Toda Colombia";"1";" 31 Mar 2020";"4 años de experiencia";"1884493966";"Mantenimiento";"Ingeniería de petróleos";"Profesional";"NULL";"Técnico Laboral";"";"Profesional en inqenieria mecánica, civil, eléctrica, electrónica, mecatrónica, electromecánica, industrial, sistemas. Técnico o tecnólogo mecánico, eléctrico, electrónico, electromecánico, sistemas, o carreras a fines
Experiencia específica: Titulo Universitario: 4 Años. Tecnologo: 8 Años . Técnico: 10 Años.
Sin titulo: 12 Años
Experiencia en equipo de bombeo
Competencias demostradas en la operación de equipos de generación eléctrica
Conocimiento de sistema de medición hidrocarburos";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-descargadero/1884493966"
"39";"Supervisor de descargadero";"$5,5 a $6 millones";"Supervisor de descargadero";"Toda Colombia";"1";" 31 Mar 2020";"4 años de experiencia";"1884493966";"Mantenimiento";"Ingeniería de petróleos";"Profesional";"NULL";"Técnico Laboral";"";"Profesional en inqenieria mecánica, civil, eléctrica, electrónica, mecatrónica, electromecánica, industrial, sistemas. Técnico o tecnólogo mecánico, eléctrico, electrónico, electromecánico, sistemas, o carreras a fines
Experiencia específica: Titulo Universitario: 4 Años. Tecnologo: 8 Años . Técnico: 10 Años.
Sin titulo: 12 Años
Experiencia en equipo de bombeo
Competencias demostradas en la operación de equipos de generación eléctrica
Conocimiento de sistema de medición hidrocarburos";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-descargadero/1884493966"
"40";"Conductor vendedor";"Salario a convenir";"Conductor vendedor";"Cartagena";"1";" 31 Mar 2020";"Menos de un año de experiencia";"1884494313";"Ventas";"Bachillerato Académico";"Auxiliar, asistencial y otros";"Consultorías / Asesorías";"Media (10° - 13°)";"";"Importante empresa de la ciudad está en busca de talentos para su equipo de trabajo como Vendedor Conductor

Funciones: Garantizar el volumen de ventas, distribución y disponibilidad del portafolio de productos del cliente y
aliados comerciales a través de la cobertura eficiente del territorio asignado.

Habilidades y conocimientos:
• Comunicación
• Alto nivel comercial
• Cierre de ventas

Requiere:
• Licencia C1 o C2
• Más de 9 meses de experiencia en empresas de consumo masivo
• Disponibilidad para laborar


Nivel educativo: Bachillerato";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/conductor-vendedor/1884494313"
"41";"Embarcador cartagena";"$1 a $1,5 millones";"Embarcador cartagena";"Cartagena";"1";" 26 Mar 2020";"1 año de experiencia";"Contrato Por obra o labor";"Distribución o logística de Tran...";"Otros";"Auxiliar, asistencial y otros";"NULL";"Media (10° - 13°)";"";"Reconocida empresa del sector logístico requiere Embarcador para la ciudad de Cartagena ,para revisar los transportes que se encuentren en optimas condiciones de cargue , contrato : obra o labor salario : $ 1.000.000 mas prestaciones legales , experiencia de un año en adelante en el el cargo, preferiblemente que tenga experiencia en transporte de carga y consecución de vehículos.";"1884492281";"https://www.elempleo.com/co/ofertas-trabajo/embarcador-cartagena/1884492281"
"42";"Jefe de call center";"$4 a $4,5 millones";"Jefe de call center";"Cartagena";"1";" 3 Abr 2020";"3 años de experiencia";"1884495840";"Comercial, Ventas y Telemercadeo";"Economía";"Profesional";"Consumo masivo";"Universitaria";"";"Importante Cadena de Supermercados en la Ciudad de Cartagena requiere un experto en call center para liderar esta área, diseñando estrategias comerciales, gestionando el desempeño de los operadores de su equipo asegurando el cumplimiento de los objetivos del servicio, supervisando y controlando la gestión del equipo de agentes de call center, así como del cumplimiento de sus objetivos y funciones, analizando los indicadores de gestión a su cargo. Debe ser profesional en carreras administrativas. Indispensable experiencia liderando centros y/o equipos de call center. Conocimientos en herramientas de marketing y ventas.";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/jefe-de-call-center/1884495840"
"43";"Coordinador de qa y materiales";"$4 a $4,5 millones";"Coordinador de qa y materiales";"Toda Colombia";"1";" 3 Abr 2020";"5 años de experiencia";"Contrato Por obra o labor";"Proyectos (análisis, desarrollo,...";"Ingeniería civil";"Profesional Senior";"Consultorías / Asesorías";"Universitaria";"";"Profesional en la rama de ingeniería, 10 años de experiencia en proyectos de obras de acueductos o alcantarillados y 5 años de experiencia específica como coordinador QA/QC en proyectos de construcción (Infraestructura de Alcantarillados, Acueductos, Vías, Gas, Caminos, Aeropuertos etc).
""7 años de experiencia específica como coordinador de calidad en proyectos de infraestructura en por lo menos alguno de los siguientes proyectos:
ü un (1) proyecto que incluya la construcción de tuberías con diámetros iguales o superiores a 36” en una longitud no menor a 5 kilómetros.
ü y en por lo menos uno de las siguientes actividades: Un (1) proyecto que incluya el suministro e instalación de equipos mecánicos, eléctricos, de instrumentación y control, para estaciones de bombeo de agua potable o centrales hidroeléctricas con una capacidad total superior de 6 MW
ü Un (1) proyecto que incluya la construcción de estructuras hidráulicas
con un volumen de concreto mayor a 1800 m3""";"1884495999";"https://www.elempleo.com/co/ofertas-trabajo/coordinador-de-qa-y-materiales/1884495999"
